OBJECTID,TYPE,YEAR,DATE_,TIME,CCN,AGE,OFFENSE_DISTRICT,OFFENSE_PSA,OFFENSE_BLOCKX,OFFENSE_BLOCKY,DEFENDANT_PSA,DEFENDANT_DISTRICT,RACE,ETHNICITY,SEX,CATEGORY,DESCRIPTION,ADDRESS,ARREST_BLOCKX,ARREST_BLOCKY,DATETIME
6647,Possession,2014,2014/02/13 05:00:00+00,11:02:00,b'\xab\x97\x16\xfb\x0fS\xca',21,4D,401,397400,144900,401,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF WHITTIER PL NW,397400,144900,2014/02/13 16:02:00+00
6648,Possession with intent to distribute,2014,2014/02/13 05:00:00+00,18:39:00,"b""\x07TB*\xbe'h""",45,6D,601,404300,137700,601,6D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,3500 BLOCK OF JAY ST NE,404300,137700,2014/02/13 23:39:00+00
6649,Possession,2014,2014/02/13 05:00:00+00,23:59:00,b'9\xcfF\xc8\xe1K:',20,3D,304,397200,139600,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2600 BLOCK OF 14TH ST NW,397200,139600,2014/02/14 04:59:00+00
6650,Possession,2014,2014/02/14 05:00:00+00,10:38:00,b'\xf2E<\xc9\xaaG\xb7',56,2D,202,393000,142300,202,2D,W ,N ,M,Narcotics,Ucsa Possession Marijuana,4500 BLOCK OF WISCONSIN AVE NW,393000,142300,2014/02/14 15:38:00+00
6651,Possession,2014,2014/02/14 05:00:00+00,17:32:00,b'On\xb3\xa5\x12`\xb7',18,5D,506,401600,137700,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1500 BLOCK OF RAUM ST NE,401600,137700,2014/02/14 22:32:00+00
6652,Distribution,2014,2014/02/14 05:00:00+00,17:32:00,b'On\xb3\xa5\x12`\xb7',21,5D,506,401600,137700,604,6D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,1500 BLOCK OF RAUM ST NE,401600,137700,2014/02/14 22:32:00+00
6653,Possession with intent to distribute,2014,2014/02/14 05:00:00+00,19:07:00,b'\xbaRB\xfc\xc3(`',24,4D,407,399100,142600,407,4D,W ,N ,F,Narcotics,Ucsa Pwid Marijuana,UNIT BLOCK OF FARRAGUT PL NW,399100,142600,2014/02/15 00:07:00+00
6654,Possession,2014,2014/02/14 05:00:00+00,19:35:00,b'\x01\xca\x98\xf5\x0et\n',25,1D,105,399100,134300,105,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,HALF ST SW / M ST SW,399100,134300,2014/02/15 00:35:00+00
6655,Possession,2014,2014/02/14 05:00:00+00,19:59:00,b'\x97(\xf5\xed\xa4\xe5\n',50,3D,308,398300,138100,403,4D,W ,N ,M,Narcotics,Ucsa Possession Marijuana,1600 BLOCK OF 6TH ST NW,398300,138100,2014/02/15 00:59:00+00
6656,Possession with intent to distribute,2014,2014/02/14 05:00:00+00,20:00:00,b'\x11\x83\xc1d\xdfK\xaf',33,1D,105,398700,133800,106,1D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,200 BLOCK OF P ST SW,398800,138000,2014/02/15 01:00:00+00
6657,Possession,2014,2014/02/14 05:00:00+00,21:23:00,"b""{\xe7U\x1d'$\xbe""",23,3D,302,398000,140100,404,4D,U,H ,M,Narcotics,Ucsa Possession Marijuana,3100 BLOCK OF GEORGIA AVE NW,398000,140100,2014/02/15 02:23:00+00
6658,Possession,2014,2014/02/14 05:00:00+00,21:48:00,b'\xdcA\x03\xd5Q\n\xee',19,3D,305,398100,139100,503,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF GEORGIA AVE NW,398100,139100,2014/02/15 02:48:00+00
6659,Possession,2014,2014/02/14 05:00:00+00,22:40:00,"b""\x87\x93\xf3\xc8'\xf4\x85""",20,6D,601,404300,137700,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3500 BLOCK OF JAY ST NE,404300,137700,2014/02/15 03:40:00+00
6660,Possession,2014,2014/02/14 05:00:00+00,23:55:00,b'\x08\xe7U\x10((\xff',23,3D,303,396400,139100,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF CHAMPLAIN ST NW,396400,139100,2014/02/15 04:55:00+00
6661,Possession,2014,2014/02/14 05:00:00+00,Juvenile,Juvenile,Juvenile,6D,601,0,0,608,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,0,0,2014/02/14 05:00:00+00
6662,Possession,2014,2014/02/15 05:00:00+00,0:56:00,b'\xa0O\xf03\x9f\x8d\xe8',24,6D,604,407100,135300,701,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5600 BLOCK OF SOUTHERN AVE SE,407100,135300,2014/02/15 05:56:00+00
6663,Possession,2014,2014/02/15 05:00:00+00,1:20:00,b'\t\xc7$$\xdf\xc0x',41,3D,303,396300,139400,704,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2400 BLOCK OF 18TH ST NW,396300,139400,2014/02/15 06:20:00+00
6664,Possession,2014,2014/02/15 05:00:00+00,16:20:00,b'\xb9\x94\x11\xdd\xb9\x8fQ',23,6D,602,405800,136600,602,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF 49TH ST NE,405800,136600,2014/02/15 21:20:00+00
6665,Possession,2014,2014/02/15 05:00:00+00,18:10:00,b'\xb2p\xdd]\xf9\xc8\xae',51,3D,305,397500,138800,101,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2000 BLOCK OF 14TH ST NW,397200,138800,2014/02/15 23:10:00+00
6666,Possession,2014,2014/02/15 05:00:00+00,18:17:00,"b'n"")\xad\xfe\x01a'",26,3D,303,396700,139700,,7D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2600 BLOCK OF MOZART PL NW,396700,139700,2014/02/15 23:17:00+00
6667,Possession with intent to distribute,2014,2014/02/15 05:00:00+00,19:02:00,b'\xc7[\\\xb8}k<',64,4D,407,398900,142700,407,4D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,5000 BLOCK OF NEW HAMPSHIRE AVE NW,398900,142700,2014/02/16 00:02:00+00
6668,Possession,2014,2014/02/15 05:00:00+00,20:30:00,b'\xce\x9dR\x1d6lh',36,1D,105,398900,134100,507,5D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,200 BLOCK OF N ST SW,398800,137700,2014/02/16 01:30:00+00
6669,Possession with intent to distribute,2014,2014/02/15 05:00:00+00,21:11:00,b'h@n5\xba\x7f\xc3',65,3D,302,397700,140200,407,4D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,3200 BLOCK OF SHERMAN AVE NW,397700,140200,2014/02/16 02:11:00+00
6670,Possession,2014,2014/02/15 05:00:00+00,22:26:00,b'\x8f\xf2\xffIc\x1f\x83',27,1D,104,399700,137200,407,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,200 BLOCK OF K ST NE,399700,137200,2014/02/16 03:26:00+00
6671,Possession,2014,2014/02/15 05:00:00+00,22:35:00,b'# \xc5E-\x8c~',29,4D,407,397800,141700,401,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4300 BLOCK OF KANSAS AVE NW,397800,141700,2014/02/16 03:35:00+00
6672,Possession,2014,2014/02/15 05:00:00+00,22:45:00,b'\xa5\x1b\x8dM]\xb1\xaf',22,7D,702,402400,131500,Out of State,Out of State,U,U ,M,Narcotics,Ucsa Possession Marijuana,ALABAMA AVE SE / SUITLAND PKWY SE,402400,131500,2014/02/16 03:45:00+00
6673,Possession with intent to distribute,2014,2014/02/16 05:00:00+00,1:01:00,b'\x04\x1d\x0bH\xf7\xdb\xe1',24,3D,303,396500,139000,105,1D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,2200 BLOCK OF CHAMPLAIN ST NW,396500,139000,2014/02/16 06:01:00+00
6674,Possession with intent to distribute,2014,2014/02/16 05:00:00+00,1:01:00,b'\x04\x1d\x0bH\xf7\xdb\xe1',26,3D,303,396500,139000,303,3D,B ,N ,F,Narcotics,Ucsa Pwid Marijuana,2200 BLOCK OF CHAMPLAIN ST NW,396500,139000,2014/02/16 06:01:00+00
6675,Possession,2014,2014/02/16 05:00:00+00,1:30:00,b'\x91\xba\x01\xfb\x04\xa8\x0f',19,3D,303,396400,139200,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF CHAMPLAIN ST NW,396400,139200,2014/02/16 06:30:00+00
6676,Possession,2014,2014/02/16 05:00:00+00,2:54:00,b'\xf9\xeaE\xda\xc2\x8bI',29,3D,303,396500,139500,305,3D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF COLUMBIA RD NW,396500,139500,2014/02/16 07:54:00+00
6677,Possession,2014,2014/02/16 05:00:00+00,13:30:00,"b""%\xb7\xc6'\\\xe0\xaf""",38,7D,705,401300,130500,705,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3300 BLOCK OF 14TH PL SE,401300,130500,2014/02/16 18:30:00+00
6678,Possession,2014,2014/02/16 05:00:00+00,19:57:00,"b',#.\xa3\xdd\xb8\xa7'",22,3D,304,398000,139400,608,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2500 BLOCK OF GEORGIA AVE NW,398000,139400,2014/02/17 00:57:00+00
6679,Possession,2014,2014/02/16 05:00:00+00,20:15:00,b'\\U\xfe\x15\xa8\x9d\x81',37,7D,705,401000,130200,701,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF MISSISSIPPI AVE SE,401000,130200,2014/02/17 01:15:00+00
6680,Possession,2014,2014/02/17 05:00:00+00,16:31:00,b' A\xc7\x9dW\x84Z',23,6D,607,401700,133700,702,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1500 BLOCK OF 17TH ST SE,396600,138000,2014/02/17 21:31:00+00
6681,Possession,2014,2014/02/17 05:00:00+00,16:58:00,b'\xca\xf1\x1bz~\xc9]',52,3D,302,397400,140000,403,4D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF COLUMBIA RD NW,397400,140000,2014/02/17 21:58:00+00
6682,Possession,2014,2014/02/17 05:00:00+00,23:45:00,b'\x90J\xe1?\xe6\xceo',23,5D,502,399700,138200,Out of State,Out of State,B ,N ,F,Narcotics,Ucsa Poss Marijuana,100 BLOCK OF Q ST NE,399700,138200,2014/02/18 04:45:00+00
6683,Possession,2014,2014/02/18 05:00:00+00,2:05:00,b'\x16\xba\xbe\xc2\xb3\x9fk',39,7D,707,400100,131100,707,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,500 BLOCK OF LEBAUM ST SE,400100,131100,2014/02/18 07:05:00+00
6684,Possession,2014,2014/02/18 05:00:00+00,18:45:00,b'\x85/\x18)\xe0Kx',23,3D,305,397300,139000,Out of State,Out of State,W ,N ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF W ST NW,401200,139100,2014/02/18 23:45:00+00
6685,Possession,2014,2014/02/18 05:00:00+00,Juvenile,Juvenile,Juvenile,7D,703,0,0,703,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,0,0,2014/02/18 05:00:00+00
6686,Possession,2014,2014/02/18 05:00:00+00,Juvenile,Juvenile,Juvenile,7D,703,0,0,703,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,0,0,2014/02/18 05:00:00+00
6687,Possession with intent to distribute,2014,2014/02/18 05:00:00+00,Juvenile,Juvenile,Juvenile,7D,703,0,0,706,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,0,0,2014/02/18 05:00:00+00
6688,Possession,2014,2014/02/19 05:00:00+00,3:35:00,b'b|\xe1K\x01\x85^',23,7D,703,399700,132500,703,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,100 BLOCK OF M ST SW,398900,134300,2014/02/19 08:35:00+00
6689,Possession,2014,2014/02/19 05:00:00+00,15:49:00,b'\x88\xc5\xd8\x00\xdf0I',49,3D,306,398200,138700,603,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1900 BLOCK OF 6TH ST NW,398200,138700,2014/02/19 20:49:00+00
6690,Possession,2014,2014/02/19 05:00:00+00,17:30:00,b'*\x1e\xa1\xd3\xaa\xad\xe1',33,4D,403,397800,142700,409,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5100 BLOCK OF ILLINOIS AVE NW,397900,142700,2014/02/19 22:30:00+00
6691,Possession with intent to distribute,2014,2014/02/19 05:00:00+00,19:20:00,b'\xb4X\x84\x99\xd4\xc8\xee',31,5D,507,401700,137200,601,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1000 BLOCK OF 17TH PL NE,401700,137200,2014/02/20 00:20:00+00
6692,Possession,2014,2014/02/19 05:00:00+00,19:27:00,b'1R\x147\xa5a\x7f',29,7D,705,401400,130700,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3300 BLOCK OF 14TH PL SE,401400,130700,2014/02/20 00:27:00+00
6693,Possession,2014,2014/02/19 05:00:00+00,19:45:00,b'\xddH\x97\x11\xe9\x12\x07',18,6D,608,407500,136000,605,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,61ST ST NE / BANKS PL NE,407500,136000,2014/02/20 00:45:00+00
6694,Possession with intent to distribute,2014,2014/02/19 05:00:00+00,19:45:00,b'\xddH\x97\x11\xe9\x12\x07',25,6D,608,407500,136000,608,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,61ST ST NE / BANKS PL NE,407500,136000,2014/02/20 00:45:00+00
6695,Possession,2014,2014/02/19 05:00:00+00,20:06:00,b'\xd1\xbb\x1bx!\xff\x97',32,3D,307,397300,138400,307,3D,U,H ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF RIGGS ST NW,397300,138400,2014/02/20 01:06:00+00
6696,Possession with intent to distribute,2014,2014/02/19 05:00:00+00,20:40:00,b'=\x02\x9d4J\xe9\x8b',19,6D,602,406300,136400,602,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,400 BLOCK OF 51ST ST NE,406300,136400,2014/02/20 01:40:00+00
6697,Possession with intent to distribute,2014,2014/02/19 05:00:00+00,Juvenile,Juvenile,Juvenile,Unk,,0,0,,,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,0,0,2014/02/19 05:00:00+00
6698,Possession with intent to distribute,2014,2014/02/20 05:00:00+00,5:02:00,b'\x90\xb7\xb4\xf6^!\x13',33,2D,208,396400,137700,Out of State,Out of State,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-fel,1300 BLOCK OF 18TH ST NW,396400,137700,2014/02/20 10:02:00+00
6699,Possession with intent to distribute,2014,2014/02/20 05:00:00+00,5:45:00,b'\x90\xb7\xb4\xf6^!\x13',33,2D,208,396400,137700,104,1D,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-fel,1300 BLOCK OF 18TH ST NW,396400,137700,2014/02/20 10:45:00+00
6700,Possession with intent to distribute,2014,2014/02/20 05:00:00+00,9:36:00,b'\xe4\xb7<>\x96\x13\xf4',30,7D,702,402500,131900,702,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,2900 BLOCK OF KNOX PL SE,402500,131900,2014/02/20 14:36:00+00
6701,Possession with intent to distribute,2014,2014/02/20 05:00:00+00,14:02:00,b'\xf1\xdc\x88^^\x8e:',43,7D,707,399900,131200,707,7D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,400 BLOCK OF LEBAUM ST SE,399900,131200,2014/02/20 19:02:00+00
6702,Possession,2014,2014/02/20 05:00:00+00,17:32:00,b'\xa8\xf9E\xc6\xcba\xc9',18,7D,702,402300,131700,702,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3000 BLOCK OF 23RD ST SE,402300,131700,2014/02/20 22:32:00+00
6703,Possession,2014,2014/02/20 05:00:00+00,18:43:00,"b'\xd8\xafC\x15V;?'",34,6D,608,405300,136000,506,5D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,4500 BLOCK OF BENNING RD NE,405400,135800,2014/02/20 23:43:00+00
6704,Possession with intent to distribute,2014,2014/02/20 05:00:00+00,19:00:00,b'\xa4%\xf0R\xb0\xffH',21,4D,409,398100,140900,406,4D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,700 BLOCK OF PRINCETON PL NW,398100,140900,2014/02/21 00:00:00+00
6705,Possession with intent to distribute,2014,2014/02/20 05:00:00+00,19:00:00,b'\xa4%\xf0R\xb0\xffH',23,4D,409,398100,140900,409,4D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,700 BLOCK OF PRINCETON PL NW,398100,140900,2014/02/21 00:00:00+00
6706,Possession with intent to distribute,2014,2014/02/20 05:00:00+00,19:00:00,b'\xa4%\xf0R\xb0\xffH',29,4D,409,398100,140900,409,4D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,700 BLOCK OF PRINCETON PL NW,398100,140900,2014/02/21 00:00:00+00
6707,Possession with intent to distribute,2014,2014/02/20 05:00:00+00,19:09:00,b'\xf5\xf9\xa8Y\x7f{N',20,3D,302,398100,140500,302,3D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,600 BLOCK OF PARK RD NW,398100,140500,2014/02/21 00:09:00+00
6708,Possession,2014,2014/02/20 05:00:00+00,20:50:00,b'\xa3&6\xce\x83\xc7\x8c',33,1D,105,399000,134100,504,5D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,1200 BLOCK OF HOWISON PL SW,399000,134100,2014/02/21 01:50:00+00
6709,Possession,2014,2014/02/20 05:00:00+00,21:30:00,b'Y\x14f\x8f/\xc4b',23,7D,707,400000,130600,707,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3100 BLOCK OF MARTIN LUTHER KING JR AVE SE,400000,130600,2014/02/21 02:30:00+00
6710,Possession,2014,2014/02/20 05:00:00+00,21:34:00,"b""\xa2\x98i\x04\xd7'i""",32,1D,105,398700,134500,706,7D,B ,U ,F,Narcotics,Ucsa Possession Marijuana,200 BLOCK OF L ST SW,398700,134500,2014/02/21 02:34:00+00
6711,Possession,2014,2014/02/20 05:00:00+00,22:51:00,b'\xd5j\xcf\xd5\xa2L\xe1',31,5D,507,402300,136500,704,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF E ST NE,402300,136500,2014/02/21 03:51:00+00
6712,Possession,2014,2014/02/20 05:00:00+00,Juvenile,Juvenile,Juvenile,7D,703,0,0,702,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,0,0,2014/02/20 05:00:00+00
6713,Possession,2014,2014/02/21 05:00:00+00,2:00:00,b'\xaa0%\xdc\xb7\xd3\x99',25,3D,303,396700,139600,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1600 BLOCK OF FULLER ST NW,396700,139600,2014/02/21 07:00:00+00
6714,Possession,2014,2014/02/21 05:00:00+00,2:00:00,"b'\xb6\xeb\xab{b;\x99'",36,4D,402,397700,144100,403,4D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,6200 BLOCK OF GEORGIA AVE NW,397700,144100,2014/02/21 07:00:00+00
6715,Possession with intent to distribute,2014,2014/02/21 05:00:00+00,14:50:00,"b'\xd9R;\x80\xa5z\xbe'",22,6D,604,405200,135500,Out of State,Out of State,B ,N ,F,Narcotics,Ucsa Pwid Marijuana,4400 BLOCK OF B ST SE,405200,135500,2014/02/21 19:50:00+00
6716,Possession with intent to distribute,2014,2014/02/21 05:00:00+00,17:30:00,b'\xcaB\xca\xbdh\x89\xaf',66,6D,608,407200,136500,605,6D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,500 BLOCK OF 58TH ST NE,407200,136500,2014/02/21 22:30:00+00
6717,Possession with intent to distribute,2014,2014/02/21 05:00:00+00,18:34:00,b'\x0cE\x94\xfd\n\xed\xe5',20,7D,703,401000,132100,704,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,2600 BLOCK OF DOUGLASS PL SE,401000,132100,2014/02/21 23:34:00+00
6718,Possession,2014,2014/02/21 05:00:00+00,18:34:00,b'\x0cE\x94\xfd\n\xed\xe5',21,7D,703,401000,132100,706,7D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,2600 BLOCK OF DOUGLASS PL SE,401000,132100,2014/02/21 23:34:00+00
6719,Possession,2014,2014/02/21 05:00:00+00,19:14:00,b'0\x87s\x89\xb6\xc05',39,6D,608,406200,137100,602,6D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,5000 BLOCK OF JAY ST NE,406200,137100,2014/02/22 00:14:00+00
6720,Possession,2014,2014/02/21 05:00:00+00,22:21:00,b'\rE[\x9bs\xff\x94',23,4D,405,399300,141900,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,UNIT BLOCK OF WEBSTER ST NE,399300,141900,2014/02/22 03:21:00+00
6721,Possession,2014,2014/02/22 05:00:00+00,17:10:00,b'\xf5\xf4\xc9\x93\xb0\x15\xac',19,2D,208,397200,138000,706,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1500 BLOCK OF 14TH ST NW,397200,138000,2014/02/22 22:10:00+00
6722,Possession,2014,2014/02/22 05:00:00+00,19:43:00,b'\x93\xa1\xc8\xf8\xf8P\xb2',35,5D,503,402600,140500,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2500 BLOCK OF RHODE ISLAND AVE NE,402600,140500,2014/02/23 00:43:00+00
6723,Possession,2014,2014/02/23 05:00:00+00,0:10:00,b'\x11nb7l\xfa\xad',28,2D,206,394500,137500,501,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1200 BLOCK OF WISCONSIN AVE NW,394500,137500,2014/02/23 05:10:00+00
6724,Possession,2014,2014/02/23 05:00:00+00,2:00:00,b'\x80\xbf\x06m[\xe4\xe4',39,3D,303,396300,139300,701,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,2400 BLOCK OF 18TH ST NW,396300,139300,2014/02/23 07:00:00+00
6725,Possession,2014,2014/02/23 05:00:00+00,16:16:00,b'\xb7\x88\xfe\x1cS\xa6\xba',34,3D,308,398500,138000,308,3D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1500 BLOCK OF NEW JERSEY AVE NW,398500,138000,2014/02/23 21:16:00+00
6726,Possession,2014,2014/02/23 05:00:00+00,17:45:00,b'\x97\xd9\x05X\x11\xd7 ',22,4D,407,398200,142200,407,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,CRITTENDEN ST NW / SHERMAN CIR NW,398200,142200,2014/02/23 22:45:00+00
6727,Possession,2014,2014/02/24 05:00:00+00,15:30:00,b'\xf0@\xa5.\xf9\xe6\x10',18,6D,603,404100,136000,602,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,100 BLOCK OF 36TH ST NE,404100,136000,2014/02/24 20:30:00+00
6728,Possession,2014,2014/02/24 05:00:00+00,18:50:00,b'\x90\x1c\x7f\x90\xeeV\xc3',24,3D,306,398400,139200,404,4D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,2200 BLOCK OF 4TH ST NW,399900,139000,2014/02/24 23:50:00+00
6729,Possession,2014,2014/02/24 05:00:00+00,21:17:00,"b'""t\xc8[\x17\x9c\xb9'",24,3D,306,398600,139100,306,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,200 BLOCK OF W ST NW,398600,139100,2014/02/25 02:17:00+00
6730,Possession,2014,2014/02/24 05:00:00+00,Juvenile,Juvenile,Juvenile,6D,603,0,0,603,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,0,0,2014/02/24 05:00:00+00
6731,Possession,2014,2014/02/25 05:00:00+00,15:15:00,b'o\x94l\xb9\xd0\x18\xc6',68,4D,403,397600,143400,401,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1200 BLOCK OF MADISON ST NW,397600,143400,2014/02/25 20:15:00+00
6732,Possession with intent to distribute,2014,2014/02/25 05:00:00+00,18:07:00,b'\xb9OC%\x8b\xc9\x89',38,3D,304,397400,139300,602,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1300 BLOCK OF BELMONT ST NW,397400,139300,2014/02/25 23:07:00+00
6733,Possession,2014,2014/02/25 05:00:00+00,18:20:00,b'\xa3\xd4\xaa\x0e\xfb\xa5\xd9',35,3D,304,397400,139300,304,3D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1300 BLOCK OF BELMONT ST NW,397400,139300,2014/02/25 23:20:00+00
6734,Possession,2014,2014/02/25 05:00:00+00,19:30:00,b'\xb5_\xdc\x9d%]\xe0',21,6D,608,406400,136400,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5200 BLOCK OF DIX ST NE,406400,136400,2014/02/26 00:30:00+00
6735,Possession,2014,2014/02/25 05:00:00+00,19:30:00,b'\xb5_\xdc\x9d%]\xe0',32,6D,608,406400,136400,608,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5200 BLOCK OF DIX ST NE,406400,136400,2014/02/26 00:30:00+00
6736,Possession with intent to distribute,2014,2014/02/25 05:00:00+00,19:52:00,b'\xaa\xeb/\xf0\xe0\x9e\xee',21,6D,601,404400,137200,601,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,3600 BLOCK OF HAYES ST NE,404200,137700,2014/02/26 00:52:00+00
6737,Possession,2014,2014/02/25 05:00:00+00,20:11:00,b'2B?\x82\x9fV\x8a',37,5D,507,401500,136500,608,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1500 BLOCK OF F ST NE,401500,136500,2014/02/26 01:11:00+00
6738,Possession,2014,2014/02/25 05:00:00+00,20:18:00,"b""\xb1C\xbd'\x17E\xf7""",46,3D,302,397000,140300,302,3D,W ,N ,M,Narcotics,Ucsa Possession Marijuana,3200 BLOCK OF HIATT PL NW,397000,140300,2014/02/26 01:18:00+00
6739,Possession,2014,2014/02/25 05:00:00+00,23:31:00,"b'\x900i\xef@""<'",22,7D,706,400000,129500,707,7D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,4TH ST SE / VALLEY AVE SE,400000,129500,2014/02/26 04:31:00+00
6740,Possession,2014,2014/02/26 05:00:00+00,2:25:00,b'k\xb8H\xe8\x82\x18\x0b',24,3D,306,398500,139100,503,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4TH ST NW / W ST NW,398500,139100,2014/02/26 07:25:00+00
6741,Possession,2014,2014/02/26 05:00:00+00,10:00:00,b'?\xb6c.\xeew\x05',40,2D,206,393500,138200,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3800 BLOCK OF RESERVOIR RD NW,393500,138200,2014/02/26 15:00:00+00
6742,Possession,2014,2014/02/26 05:00:00+00,15:25:00,b'h\xb9\xf9G@ZL',42,7D,701,401400,132600,702,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1500 BLOCK OF BUTLER ST SE,401400,132600,2014/02/26 20:25:00+00
6743,Possession,2014,2014/02/26 05:00:00+00,16:00:00,b'^\xad\x0c\xa38DG',21,1D,105,398800,134300,705,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,200 BLOCK OF M ST SW,398800,134300,2014/02/26 21:00:00+00
